text,language,category,text_clean,char_len,category_merged
"बड़ पर्दे पर वापसी कर रहे कॉमेडियन कपिल शर्मा, दिग्गज डायरेक्टर नंदिता दास की फिल्म में करेंगे काम",hindi,entertainment,"बड़ पर्दे पर वापसी कर रहे कॉमेडियन कपिल शर्मा, दिग्गज डायरेक्टर नंदिता दास की फिल्म में करेंगे काम",98,entertainment
"Onomatomania से जूझ रहे हैं नसीरुद्दीन शाह, जानिये क्या होती है यह बीमारी और क्यों होती है",hindi,entertainment,"Onomatomania से जूझ रहे हैं नसीरुद्दीन शाह, जानिये क्या होती है यह बीमारी और क्यों होती है",90,entertainment
शायद टेलीप्रॉम्प्टर की तपस्या में ही कोई कमी रह गई होगी…PM मोदी के वायरल वीडियो पर लोग ऐसे ले रहे चुटकी,hindi,entertainment,शायद टेलीप्रॉम्प्टर की तपस्या में ही कोई कमी रह गई होगी…PM मोदी के वायरल वीडियो पर लोग ऐसे ले रहे चुटकी,103,entertainment
"The Kashmir Files के डायरेक्टर ने किया अगली फिल्म ‘Delhi Files’ का ऐलान, लोग दे रहे ऐसे रिएक्शन",hindi,entertainment,"The Kashmir Files के डायरेक्टर ने किया अगली फिल्म ‘Delhi Files’ का ऐलान, लोग दे रहे ऐसे रिएक्शन",95,entertainment
"दिग्गजों की डुगडुगी : नवाज का बंगला, राजकुमार को बधाई, शाहरुख के हिरानी",hindi,entertainment,"दिग्गजों की डुगडुगी : नवाज का बंगला, राजकुमार को बधाई, शाहरुख के हिरानी",71,entertainment
"वायरल हो रहा ‘ये रिश्ता क्या कहलाता है’ फेम शिवांगी जोशी का वीडियो, ‘सईंया दिल में आना रे’ पर कर रहीं डांस",hindi,entertainment,"वायरल हो रहा ‘ये रिश्ता क्या कहलाता है’ फेम शिवांगी जोशी का वीडियो, ‘सईंया दिल में आना रे’ पर कर रहीं डांस",106,entertainment
विवाद भड़काने या प्रचार फिल्म बनाने में दिलचस्पी नहीं : बेनेगल,hindi,entertainment,विवाद भड़काने या प्रचार फिल्म बनाने में दिलचस्पी नहीं : बेनेगल,62,entertainment
"Ayman al Zawahiri Killed: जब लादेन मारा गया तब उपराष्‍ट्रपति थे बाइडेन, अब राष्‍ट्रपति बने तो कर दिया अलकायदा सरगना का खात्मा, पढ़ें क्या था जवाहिरी का इंडिया प्रोजेक्ट",hindi,international,"Ayman al Zawahiri Killed: जब लादेन मारा गया तब उपराष्ट्रपति थे बाइडेन, अब राष्ट्रपति बने तो कर दिया अलकायदा सरगना का खात्मा, पढ़ें क्या था जवाहिरी का इंडिया प्रोजेक्ट",166,international
"कोरोना वैक्सीन के लिए कच्चे माल की मांग: US पर दबाव, विदेश मंत्री-NSA के एक साथ आए बयान, बोले- भारत को जल्द से जल्द पहुंचाएंगे मदद",hindi,international,"कोरोना वैक्सीन के लिए कच्चे माल की मांग: US पर दबाव, विदेश मंत्री-NSA के एक साथ आए बयान, बोले- भारत को जल्द से जल्द पहुंचाएंगे मदद",130,international
न्यूयॉर्क शहर के पांच परिवार जिन्होंने मिलकर चलाया शहर में माफिया राज,hindi,international,न्यूयॉर्क शहर के पांच परिवार जिन्होंने मिलकर चलाया शहर में माफिया राज,69,international
"Land Scam Case: इमरान खान की बहन भी हो सकती हैं गिरफ्तार, ACE ने जमीन घोटाला मामले में भेजा समन",hindi,international,"Land Scam Case: इमरान खान की बहन भी हो सकती हैं गिरफ्तार, ACE ने जमीन घोटाला मामले में भेजा समन",95,international
"पटना एयरपोर्ट पर बांग्लादेश के विमान की हुई इमरजेंसी लैंडिंग, सभी यात्री सुरक्षित",hindi,international,"पटना एयरपोर्ट पर बांग्लादेश के विमान की हुई इमरजेंसी लैंडिंग, सभी यात्री सुरक्षित",81,international
"Sri Lanka Crisis: देश को आर्थिक संकट से उबारने पर श्रीलंका के राष्ट्रपति, बोले IMF का समर्थन प्राप्त करना हमारे पास एकमात्र विकल्प",hindi,international,"Sri Lanka Crisis: देश को आर्थिक संकट से उबारने पर श्रीलंका के राष्ट्रपति, बोले IMF का समर्थन प्राप्त करना हमारे पास एकमात्र विकल्प",130,international
"काबुल के अंदर दाखिल हुआ तालिबान, जलालाबाद भी हाथ से निकला, क्या करेंगे राष्ट्रपति गनी?",hindi,international,"काबुल के अंदर दाखिल हुआ तालिबान, जलालाबाद भी हाथ से निकला, क्या करेंगे राष्ट्रपति गनी?",86,international
अमेरिकी VP के दक्षिण कोरिया से रवाना होते ही उत्‍तर कोर‍िया के किम जोंग उन की सेना ने दागी मिसाइल,hindi,international,अमेरिकी VP के दक्षिण कोरिया से रवाना होते ही उत्तर कोरिया के किम जोंग उन की सेना ने दागी मिसाइल,95,international
"Marlene Schiappa: प्लेबॉय मैगजीन पर फ्रांस की मिनिस्टर की फोटो पर मचा बवाल, प्रधानमंत्री ने भी की आलोचना",hindi,international,"Marlene Schiappa: प्लेबॉय मैगजीन पर फ्रांस की मिनिस्टर की फोटो पर मचा बवाल, प्रधानमंत्री ने भी की आलोचना",104,international
"‘लेडी अलकायदा’ के लिए आतंकियों ने अमेरिका में बंधक बनाए चार लोग, जानें कौन है यूएस की जेल में बंद आफिया सिद्दीकी",hindi,international,"‘लेडी अलकायदा’ के लिए आतंकियों ने अमेरिका में बंधक बनाए चार लोग, जानें कौन है यूएस की जेल में बंद आफिया सिद्दीकी",112,international
"Biden-Jinping meet: चीनी राष्ट्रपति से बाइडन की 3 घंटे मुलाकात, दोनों का परमाणु युद्ध न करने का फैसला",hindi,international,"Biden-Jinping meet: चीनी राष्ट्रपति से बाइडन की 3 घंटे मुलाकात, दोनों का परमाणु युद्ध न करने का फैसला",101,international
"ब्रह्मांड की उत्पति का पता लगाएगा जापान, प्रक्षेपित किया एक्स-रे दूरबीन ले जाने वाला रॉकेट",hindi,international,"ब्रह्मांड की उत्पति का पता लगाएगा जापान, प्रक्षेपित किया एक्स-रे दूरबीन ले जाने वाला रॉकेट",90,international
"Earthquake: मैक्सिको में भूकंप के झटके, रिक्टर स्केल पर 6.3 दर्ज की गई तीव्रता, जानमाल का कोई नुकसान नहीं",hindi,international,"Earthquake: मैक्सिको में भूकंप के झटके, रिक्टर स्केल पर 6.3 दर्ज की गई तीव्रता, जानमाल का कोई नुकसान नहीं",105,international
माइक्रोसाफ्ट : सेंधमारों के हमले के बाद छिड़ी बहस,hindi,international,माइक्रोसाफ्ट : सेंधमारों के हमले के बाद छिड़ी बहस,49,international
"China Moon Mission: पाकिस्तान का पेलोड चांद पर ले जाएगा चीन का चांग ई-6 मिशन, जानिये क्या है मकसद",hindi,international,"China Moon Mission: पाकिस्तान का पेलोड चांद पर ले जाएगा चीन का चांग ई-6 मिशन, जानिये क्या है मकसद",97,international
क्‍या नपुंसक बना सकता है कोरोना? पुरुषों में क्‍यों पैदा हो रही घबराहट,hindi,international,क्या नपुंसक बना सकता है कोरोना? पुरुषों में क्यों पैदा हो रही घबराहट,68,international
LAC विवाद के बीच शी चिनफिंग का तिब्बत दौरा भारत के लिए है खतरा- बोले US सांसद,hindi,international,LAC विवाद के बीच शी चिनफिंग का तिब्बत दौरा भारत के लिए है खतरा- बोले US सांसद,77,international
"Pakistan Bomb Blast: पाकिस्तान के क्वेटा में पुलिस ट्रक पर फिदायीन हमला, तीन की मौके पर मौत, 27 घायल",hindi,international,"Pakistan Bomb Blast: पाकिस्तान के क्वेटा में पुलिस ट्रक पर फिदायीन हमला, तीन की मौके पर मौत, 27 घायल",100,international
"Pakistan: पाकिस्तान में दोबारा हिरासत में लिए गए इमरान खान की पार्टी के सांसद, मिलिट्री अफसरों के खिलाफ किया था ट्वीट",hindi,international,"Pakistan: पाकिस्तान में दोबारा हिरासत में लिए गए इमरान खान की पार्टी के सांसद, मिलिट्री अफसरों के खिलाफ किया था ट्वीट",117,international
"अफगानिस्तान: काबुल में यूक्रेन का विमान हाईजैक, अपने नागरिकों को एयरलिफ्ट करने पहुंचा था प्लेन",hindi,international,"अफगानिस्तान: काबुल में यूक्रेन का विमान हाईजैक, अपने नागरिकों को एयरलिफ्ट करने पहुंचा था प्लेन",94,international
"जी-सात : ‘बी3डब्लू’ योजना, नई वैश्विक गोलबंदी की कितनी जरूरत",hindi,international,"जी-सात : ‘बी3डब्लू’ योजना, नई वैश्विक गोलबंदी की कितनी जरूरत",60,international
"Iran New Dress Code: ईरान में महिलाओं पर नई पाबंदी, टाइट कपड़ों पर लगा बैन, 10 साल तक हो सकती है सजा",hindi,international,"Iran New Dress Code: ईरान में महिलाओं पर नई पाबंदी, टाइट कपड़ों पर लगा बैन, 10 साल तक हो सकती है सजा",100,international
"नेपालः पीएम ओली का बड़ा दावा, कहा- योग हमारी विरासत, भारत बनने से पहले नेपाल में होता था योगाभ्यास",hindi,international,"नेपालः पीएम ओली का बड़ा दावा, कहा- योग हमारी विरासत, भारत बनने से पहले नेपाल में होता था योगाभ्यास",98,international
चूहा नहीं.. रैट हैं इमरान खान- बिलावल भुट्टो ने कही यह बात तो सोशल मीडिया पर मजे लेने लगे लोग,hindi,international,चूहा नहीं.. रैट हैं इमरान खान- बिलावल भुट्टो ने कही यह बात तो सोशल मीडिया पर मजे लेने लगे लोग,93,international
"सरकार से टैक्स विवाद के चलते, फ्रांस की कंपनी ने भारत में निवेश से किया किनारा",hindi,international,"सरकार से टैक्स विवाद के चलते, फ्रांस की कंपनी ने भारत में निवेश से किया किनारा",78,international
Pakistan: पंजाब में हो रहे इतने रेप कि सरकार को लगाना पड़ गया ‘आपातकाल’,hindi,international,Pakistan: पंजाब में हो रहे इतने रेप कि सरकार को लगाना पड़ गया ‘आपातकाल’,71,international
"Pakistan: इमरान खान को इस्लामाबाद हाईकोर्ट से राहत, तोशाखाना मामले को कोर्ट ने किया खारिज",hindi,international,"Pakistan: इमरान खान को इस्लामाबाद हाईकोर्ट से राहत, तोशाखाना मामले को कोर्ट ने किया खारिज",89,international
"‘हमें मरने के लिए अकेला मत छोड़ें, अफगानिस्तान को बर्बाद होने से बचा लें,’ दुनिया भर के नेताओं से राशिद खान ने लगाई मदद की गुहार",hindi,international,"‘हमें मरने के लिए अकेला मत छोड़ें, अफगानिस्तान को बर्बाद होने से बचा लें,’ दुनिया भर के नेताओं से राशिद खान ने लगाई मदद की गुहार",128,international
"कनाडा में दर्दनाक सड़क हादसा, ट्रक और बस में हुई भिड़ंत में 15 की मौत और 10 से ज्यादा घायल",hindi,international,"कनाडा में दर्दनाक सड़क हादसा, ट्रक और बस में हुई भिड़ंत में 15 की मौत और 10 से ज्यादा घायल",90,international
"Russia Ukraine War Video: रूसी टैंक को रोकने के लिए सामने से आ डटा यूक्रेनी नागरिक, धक्का देने के बाद वहीं गया बैठ",hindi,international,"Russia Ukraine War Video: रूसी टैंक को रोकने के लिए सामने से आ डटा यूक्रेनी नागरिक, धक्का देने के बाद वहीं गया बैठ",114,international
किम जोंग उन को सता रहा हत्‍या का डर? बनवा रहा आठ नए लग्जरी बंगले ताकि हमलावर जाए उलझ,hindi,international,किम जोंग उन को सता रहा हत्या का डर? बनवा रहा आठ नए लग्जरी बंगले ताकि हमलावर जाए उलझ,83,international
"United Kingdom: 18 साल की उम्र तक गणित पढ़ना होगा अनिवार्य, पीएम ऋषि सुनक बच्चों को दिलाएंगे संकल्प",hindi,international,"United Kingdom: 18 साल की उम्र तक गणित पढ़ना होगा अनिवार्य, पीएम ऋषि सुनक बच्चों को दिलाएंगे संकल्प",99,international
"WTC Final की तैयारी में जुटी टीम इंडिया, क्वारंटीन में इस तरह पसीना बहा रही विराट कोहली ब्रिगेड; देखें Video",hindi,international,"WTC Final की तैयारी में जुटी टीम इंडिया, क्वारंटीन में इस तरह पसीना बहा रही विराट कोहली ब्रिगेड; देखें Video",108,international
पेगासस स्पाईवेयर के निशाने पर आए 14 राष्ट्राध्यक्ष? संभावित निशाना बने नेताओं में इमैनुएल मैक्रों से लेकर इमरान खान तक,hindi,international,पेगासस स्पाईवेयर के निशाने पर आए 14 राष्ट्राध्यक्ष? संभावित निशाना बने नेताओं में इमैनुएल मैक्रों से लेकर इमरान खान तक,118,international
"भारत के कारोबारी ने मुझे PM बनाने के लिए भिड़ाई थी जुगत, बोले नेपाल के PM तो मचा हंगामा, विपक्ष मांग रहा इस्तीफा",hindi,international,"भारत के कारोबारी ने मुझे PM बनाने के लिए भिड़ाई थी जुगत, बोले नेपाल के PM तो मचा हंगामा, विपक्ष मांग रहा इस्तीफा",112,international
"Russia Ukraine War: UNSC में रूस के खिलाफ प्रस्ताव लेकर आया अमेरिका, भारत-चीन समेत 4 देश रहे वोटिंग से दूर",hindi,international,"Russia Ukraine War: UNSC में रूस के खिलाफ प्रस्ताव लेकर आया अमेरिका, भारत-चीन समेत 4 देश रहे वोटिंग से दूर",106,international
"तालिबान ने अफगान महिलाओं के खेलने पर लगाया प्रतिबंध, कहा- स्पोर्ट्स में हिस्सा लेने पर उनके शरीर की नुमाइश होगी",hindi,international,"तालिबान ने अफगान महिलाओं के खेलने पर लगाया प्रतिबंध, कहा- स्पोर्ट्स में हिस्सा लेने पर उनके शरीर की नुमाइश होगी",111,international
अमेर‍िका हथ‍ियार दे तो ताल‍िबान को सबक स‍िखा दूंगा- मसूद के बेटे ने ललकारा ,hindi,international,अमेरिका हथियार दे तो तालिबान को सबक सिखा दूंगा- मसूद के बेटे ने ललकारा,70,international
"उत्तराखंड में चीनी सैनिकों की घुसपैठ की रिपोर्ट, बीजेपी सांसद ने मारा ताना",hindi,international,"उत्तराखंड में चीनी सैनिकों की घुसपैठ की रिपोर्ट, बीजेपी सांसद ने मारा ताना",74,international
"70 बाघों की हत्या का आरोपी टाइगर हबीब, बांग्लादेश के जंगलों में पकड़ा गया, 20 साल से दे रहा था चकमा",hindi,international,"70 बाघों की हत्या का आरोपी टाइगर हबीब, बांग्लादेश के जंगलों में पकड़ा गया, 20 साल से दे रहा था चकमा",99,international
"पेगासस जासूसी कांड : इजराइल ने NSO के दफ्तर पर मारा छापा, कहा- गंभीरता से कर रहे हैं जांच",hindi,international,"पेगासस जासूसी कांड : इजराइल ने NSO के दफ्तर पर मारा छापा, कहा- गंभीरता से कर रहे हैं जांच",89,international
"एलन मस्क के साथ Cage Fight पर मार्क जकरबर्ग ने साफ की तस्वीर, कही ये बात",hindi,international,"एलन मस्क के साथ Cage Fight पर मार्क जकरबर्ग ने साफ की तस्वीर, कही ये बात",72,international
जिनपिंग के चीन में प्रेस आजादी नहीं? आखिरी भारतीय पत्रकार को भी देश छोड़ने को कहा गया,hindi,international,जिनपिंग के चीन में प्रेस आजादी नहीं? आखिरी भारतीय पत्रकार को भी देश छोड़ने को कहा गया,85,international
"Russia Attack On Ukrain: क्रेमलिन पर हमले के बाद रूस का बदला, खेरसान में हवाई हमले में 21 की मौत, सायरन की आवाज से दहशत में लोग",hindi,international,"Russia Attack On Ukrain: क्रेमलिन पर हमले के बाद रूस का बदला, खेरसान में हवाई हमले में 21 की मौत, सायरन की आवाज से दहशत में लोग",127,international
इजराइल-हमास के बीच युद्धविराम: 250 से ज्यादा मौतों और दो हजार के करीब लोगों के गंभीर घायल होने के बाद गाजा में रुकी जंग,hindi,international,इजराइल-हमास के बीच युद्धविराम: 250 से ज्यादा मौतों और दो हजार के करीब लोगों के गंभीर घायल होने के बाद गाजा में रुकी जंग,119,international
"ब्रिटनी स्पीयर्स की प्रेमी से शादी, पर नहीं आए बच्चे-पैरेंट्स, पति के पहुंचने पर पड़ा खलल; कर लिए गए अरेस्ट",hindi,international,"ब्रिटनी स्पीयर्स की प्रेमी से शादी, पर नहीं आए बच्चे-पैरेंट्स, पति के पहुंचने पर पड़ा खलल; कर लिए गए अरेस्ट",107,international
"ताइवान ने खुद को स्‍वतंत्र घोषित किया तो युद्ध की रणभेरी बजाने में जरा भी नहीं हिचकेंगे, चीन ने दी अमेरिका को धमकी, पढ़ें क्‍या है ये पूरा विवाद",hindi,international,"ताइवान ने खुद को स्वतंत्र घोषित किया तो युद्ध की रणभेरी बजाने में जरा भी नहीं हिचकेंगे, चीन ने दी अमेरिका को धमकी, पढ़ें क्या है ये पूरा विवाद",142,international
"पीएम मोदी व राष्ट्रपति बाइडेन की पहली द्विपक्षीय बैठक में कई मुद्दों पर चर्चा, अमेरिकी नेता बोले- भारत-यूएस संबंधों में जुड़ा नया अध्याय",hindi,international,"पीएम मोदी व राष्ट्रपति बाइडेन की पहली द्विपक्षीय बैठक में कई मुद्दों पर चर्चा, अमेरिकी नेता बोले- भारत-यूएस संबंधों में जुड़ा नया अध्याय",136,international
"Pakistan: पेट्रोल के दाम में 19 रुपये प्रति लीटर का इजाफा, नए रेट जानकर रह जाएंगे हैरान",hindi,international,"Pakistan: पेट्रोल के दाम में 19 रुपये प्रति लीटर का इजाफा, नए रेट जानकर रह जाएंगे हैरान",87,international
"माइकल वॉन ने विराट कोहली के फैसले को गलत बताया, लोगों ने कहा- इस इंसान ने पहली बार सही बोला",hindi,international,"माइकल वॉन ने विराट कोहली के फैसले को गलत बताया, लोगों ने कहा- इस इंसान ने पहली बार सही बोला",91,international
"Elon Musk vs Trudeau: जस्टिन ट्रूडो पर भड़के एलन मस्क, कनाडा के इस फैसले को बताया शर्मनाक",hindi,international,"Elon Musk vs Trudeau: जस्टिन ट्रूडो पर भड़के एलन मस्क, कनाडा के इस फैसले को बताया शर्मनाक",89,international
कनाडा के गुरुद्वारे में दुर्दांत खालिस्तानी आतंकी निज्जर की गोली मार कर हत्या,hindi,international,कनाडा के गुरुद्वारे में दुर्दांत खालिस्तानी आतंकी निज्जर की गोली मार कर हत्या,77,international
"चीन की सड़कों पर दौड़ती दिखेंगी चालक रहित रोबोटैक्सी, वुहान समेत दो शहरों के लिए Baidu Inc को मिला लाइसेंस",hindi,international,"चीन की सड़कों पर दौड़ती दिखेंगी चालक रहित रोबोटैक्सी, वुहान समेत दो शहरों के लिए Baidu Inc को मिला लाइसेंस",106,international
"Russia-Ukraine War: बेलारूस में परमाणु हथियार तैनात करेंगे, रूस-यूक्रेन युद्ध के बीच व्लादिमीर पुतिन का बड़ा ऐलान, US और NATO को चेतावनी",hindi,international,"Russia-Ukraine War: बेलारूस में परमाणु हथियार तैनात करेंगे, रूस-यूक्रेन युद्ध के बीच व्लादिमीर पुतिन का बड़ा ऐलान, US और NATO को चेतावनी",136,international
"चीन-पाकिस्तान एक हो रहे हैं, मोदी सरकार चुप बैठी है; शिवसेना की चेतावनी- कड़ी कार्रवाई नहीं की तो भारत के अस्तित्व के लिए बन सकते हैं खतरा",hindi,international,"चीन-पाकिस्तान एक हो रहे हैं, मोदी सरकार चुप बैठी है; शिवसेना की चेतावनी- कड़ी कार्रवाई नहीं की तो भारत के अस्तित्व के लिए बन सकते हैं खतरा",138,international
"शांति के ठेकेदारों ने खुलेआम गुंडई होने दी, इनके मुंह में दही जम गई है- तालिबान का ज़िक्र कर बिफरे कुमार विश्वास",hindi,international,"शांति के ठेकेदारों ने खुलेआम गुंडई होने दी, इनके मुंह में दही जम गई है- तालिबान का ज़िक्र कर बिफरे कुमार विश्वास",112,international
बिल गेट्स ने 48 साल पुराना बॉयोडाटा शेयर कर नौकरी तलाश कर रहे युवाओं को दिया ये संदेश,hindi,international,बिल गेट्स ने 48 साल पुराना बॉयोडाटा शेयर कर नौकरी तलाश कर रहे युवाओं को दिया ये संदेश,85,international
"कभी नहीं जीत पाओगे यूक्रेन, वारसा से बाइडन का पुतिन को मैसेज, रूसी नागरिकों को भी दिया संदेश, बताया कैसे खत्म होगा युद्ध",hindi,international,"कभी नहीं जीत पाओगे यूक्रेन, वारसा से बाइडन का पुतिन को मैसेज, रूसी नागरिकों को भी दिया संदेश, बताया कैसे खत्म होगा युद्ध",120,international
"रविचंद्रन अश्विन को नहीं चुनने को माइकल वॉन ने पागलपन बताया, कांग्रेस सांसद ने भी विराट कोहली के फैसले की निंदा की",hindi,international,"रविचंद्रन अश्विन को नहीं चुनने को माइकल वॉन ने पागलपन बताया, कांग्रेस सांसद ने भी विराट कोहली के फैसले की निंदा की",114,international
"यूक्रेन ने तो शुरू नहीं किया था युद्ध, लड़ाई को लेकर पुतिन को पीएम मोदी की सलाह पर भड़के बीजेपी के पूर्व सांसद",hindi,international,"यूक्रेन ने तो शुरू नहीं किया था युद्ध, लड़ाई को लेकर पुतिन को पीएम मोदी की सलाह पर भड़के बीजेपी के पूर्व सांसद",110,international
"कोर्ट जाने से पहले इमरान ने जारी किया था वीडियो मैसेज, अब हो रहा वायरल",hindi,international,"कोर्ट जाने से पहले इमरान ने जारी किया था वीडियो मैसेज, अब हो रहा वायरल",70,international
"प्रेमिका की जमानत के लिए शख्स ने डाली डकैती और फिर किया कत्ल, अब मिली ये सजा",hindi,international,"प्रेमिका की जमानत के लिए शख्स ने डाली डकैती और फिर किया कत्ल, अब मिली ये सजा",76,international
मानवाधिकार पर भारत को सीख देने वाले मुस्लिम देशों ने चीन में उइगर मुसलमानों से जुड़े एक प्रस्ताव पर यूएन में साधी चुप्पी,hindi,international,मानवाधिकार पर भारत को सीख देने वाले मुस्लिम देशों ने चीन में उइगर मुसलमानों से जुड़े एक प्रस्ताव पर यूएन में साधी चुप्पी,120,international
"PM मोदी का अमेरिकी दौरा जो बाइडेन के लिए बना ‘सियासी बूस्टर’, राष्ट्रपति चुनाव में होगी बड़ी मदद?",hindi,international,"PM मोदी का अमेरिकी दौरा जो बाइडेन के लिए बना ‘सियासी बूस्टर’, राष्ट्रपति चुनाव में होगी बड़ी मदद?",97,international
"IPL 2021: यूएई में खेले जाएंगे टूर्नामेंट के बाकी बचे 31 मुकाबले, BCCI की एसजीएम में हुआ फैसला",hindi,international,"IPL 2021: यूएई में खेले जाएंगे टूर्नामेंट के बाकी बचे 31 मुकाबले, BCCI की एसजीएम में हुआ फैसला",94,international
"पाकिस्तान LIVE: रावलपिंडी जा रही हजारा एक्सप्रेस बड़े हादसे का शिकार, 10 बोगियां पटरी से उतरीं, अब तक 22 लोगों की मौत",hindi,international,"पाकिस्तान LIVE: रावलपिंडी जा रही हजारा एक्सप्रेस बड़े हादसे का शिकार, 10 बोगियां पटरी से उतरीं, अब तक 22 लोगों की मौत",117,international
"अरुणाचल के साथ लगते तिब्बत के इलाके में चीन ने बनाया हाइवे, भारत के लिए मुफीद नहीं है ये प्रोजेक्ट",hindi,international,"अरुणाचल के साथ लगते तिब्बत के इलाके में चीन ने बनाया हाइवे, भारत के लिए मुफीद नहीं है ये प्रोजेक्ट",98,international
"Bus Accident in Senegal: सेनेगल में दो बसों की भयंकर टक्कर में 40 लोगों की मौत, तीन दिन के राष्ट्रीय शोक का ऐलान",hindi,international,"Bus Accident in Senegal: सेनेगल में दो बसों की भयंकर टक्कर में 40 लोगों की मौत, तीन दिन के राष्ट्रीय शोक का ऐलान",112,international
"Pakistan Train Blast: पेशावर से क्वेटा जा रही जाफर एक्सप्रेस में धमाका, दो यात्रियों की मौत, 4 घायल",hindi,international,"Pakistan Train Blast: पेशावर से क्वेटा जा रही जाफर एक्सप्रेस में धमाका, दो यात्रियों की मौत, 4 घायल",99,international
"Viral Video: भयानक एक्सीडेंट के बाद उड़ गए बाइक के परखच्चे, उसके बाद भी युवक पर नहीं पड़ा फर्क, उठकर करने लगा ऐसी हरकत, लोग बोले- कोई आत्‍मा घुस गई है क्‍या    ",hindi,international,"Viral Video: भयानक एक्सीडेंट के बाद उड़ गए बाइक के परखच्चे, उसके बाद भी युवक पर नहीं पड़ा फर्क, उठकर करने लगा ऐसी हरकत, लोग बोले- कोई आत्मा घुस गई है क्या",154,international
"भारत की चेतावनी के बाद रास्ते पर आया यूके, कोविशील्ड को दे दी मान्यता, अब सर्टिफिकेट पर सवाल",hindi,international,"भारत की चेतावनी के बाद रास्ते पर आया यूके, कोविशील्ड को दे दी मान्यता, अब सर्टिफिकेट पर सवाल",92,international
"पाकिस्तान में नई बात नहीं राजनेताओं की गिरफ्तारी, जानें अब तक कौन-कौन प्रधानमंत्री जा चुके हैं जेल",hindi,international,"पाकिस्तान में नई बात नहीं राजनेताओं की गिरफ्तारी, जानें अब तक कौन-कौन प्रधानमंत्री जा चुके हैं जेल",98,international
बिल-मेलिंडा गेट्स ने किया तलाक का ऐलानः शादी के 27 साल बाद बोले- साथ आगे नहीं बढ़ सकते; ऐसी रही है Microsoft संस्थापक की कहानी,hindi,international,बिल-मेलिंडा गेट्स ने किया तलाक का ऐलानः शादी के 27 साल बाद बोले- साथ आगे नहीं बढ़ सकते; ऐसी रही है Microsoft संस्थापक की कहानी,126,international
"पाकिस्तानी पत्रकार अरशद शरीफ की केन्या में गोली मारकर हत्या, देशद्रोह के आरोप में दर्ज था केस",hindi,international,"पाकिस्तानी पत्रकार अरशद शरीफ की केन्या में गोली मारकर हत्या, देशद्रोह के आरोप में दर्ज था केस",93,international
तो इमरान खान ने खुद की ही तुलना गधे से कर दी? वायरल हो रहा इंग्लैंड के उदाहरण वाला वीडियो,hindi,international,तो इमरान खान ने खुद की ही तुलना गधे से कर दी? वायरल हो रहा इंग्लैंड के उदाहरण वाला वीडियो,89,international
"Pakistan: अब शुरू हुआ उपचुनाव का खेल, एक साथ 9 सीटों पर चुनाव लड़ेंगे इमरान खान",hindi,international,"Pakistan: अब शुरू हुआ उपचुनाव का खेल, एक साथ 9 सीटों पर चुनाव लड़ेंगे इमरान खान",79,international
Pakistan की आर्थिक तंगी पर बोले पीएम शहबाज शरीफ- न्यूक्लियर संपन्न देश का भीख मांगना बेहद शर्मनाक,hindi,international,Pakistan की आर्थिक तंगी पर बोले पीएम शहबाज शरीफ- न्यूक्लियर संपन्न देश का भीख मांगना बेहद शर्मनाक,97,international
"Iran Girls Poisoning: ईरान में स्कूल जाने से रोकने के लिए लड़कियों को दिया गया जहर, तीन महीनों में बढ़े मामले, सरकार ने जताई चिंता",hindi,international,"Iran Girls Poisoning: ईरान में स्कूल जाने से रोकने के लिए लड़कियों को दिया गया जहर, तीन महीनों में बढ़े मामले, सरकार ने जताई चिंता",130,international
